UserID;MovieID;Title;Year;Gender;Age;Rating;Timestamp;Budget;Gender2
2;3255;League of Their Own A (1992);1992;Male;50;4;2015-06-03 00:00:00;5619943;1
2;3256;Patriot Games (1992);1992;Male;50;2;2014-12-16 00:00:00;9214637;1
2;3257;Bodyguard The (1992);1992;Male;49;3;2014-10-25 00:00:00;5497549;1
2;110;Braveheart (1995);1995;Male;49;5;2014-05-11 00:00:00;6951535;1
2;2278;Ronin (1998);1998;Male;50;3;2015-05-08 00:00:00;16649424;1
2;2490;Payback (1999);1999;Male;49;3;2014-02-10 00:00:00;10574344;1
2;1834;Spanish Prisoner The (1997);1997;Male;49;4;2014-02-07 00:00:00;6664522;1
2;3471;Close Encounters of the Third Kind (1977);1977;Male;49;5;2014-02-13 00:00:00;18163860;1
2;589;Terminator 2: Judgment Day (1991);1991;Male;49;4;2014-03-24 00:00:00;13827520;1
2;1690;Alien: Resurrection (1997);1997;Male;49;3;2014-11-09 00:00:00;19893037;1
2;3654;Guns of Navarone The (1961);1961;Male;49;3;2014-02-05 00:00:00;14223398;1
2;2852;Soldier's Story A (1984);1984;Male;49;3;2014-03-30 00:00:00;10521925;1
2;1945;On the Waterfront (1954);1954;Male;49;5;2014-05-04 00:00:00;9437032;1
2;982;Picnic (1955);1955;Male;50;4;2015-05-30 00:00:00;9991624;1
2;1873;Mis?rables Les (1998);1998;Male;50;4;2014-11-14 00:00:00;15468164;1
2;2858;American Beauty (1999);1999;Male;50;4;2015-09-18 00:00:00;11119809;1
2;1225;Amadeus (1984);1984;Male;49;5;2014-07-18 00:00:00;13597779;1
2;2028;Saving Private Ryan (1998);1998;Male;49;4;2014-01-18 00:00:00;15361614;1
2;515;Remains of the Day The (1993);1993;Male;50;5;2015-08-16 00:00:00;14208836;1
2;442;Demolition Man (1993);1993;Male;50;3;2015-06-01 00:00:00;12826831;1
2;2312;Children of a Lesser God (1986);1986;Male;49;3;2014-07-14 00:00:00;19388209;1
2;265;Like Water for Chocolate (Como agua para chocolate) (1992);1992;Male;49;4;2014-10-04 00:00:00;14154180;1
2;1408;Last of the Mohicans The (1992);1992;Male;49;3;2014-10-11 00:00:00;14957986;1
2;1084;Bonnie and Clyde (1967);1967;Male;50;3;2015-02-03 00:00:00;7495312;1
2;3699;Starman (1984);1984;Male;50;2;2015-06-02 00:00:00;6095008;1
2;480;Jurassic Park (1993);1993;Male;51;5;2015-11-29 00:00:00;14987247;1
2;1442;Prefontaine (1997);1997;Male;49;4;2014-11-09 00:00:00;17627092;1
2;2067;Doctor Zhivago (1965);1965;Male;50;5;2015-10-30 00:00:00;5298311;1
2;1265;Groundhog Day (1993);1993;Male;49;3;2014-03-07 00:00:00;7991428;1
2;1370;Die Hard 2 (1990);1990;Male;50;5;2015-10-10 00:00:00;9156695;1
2;1193;One Flew Over the Cuckoo's Nest (1975);1975;Male;50;5;2015-05-19 00:00:00;18510747;1
2;1801;Man in the Iron Mask The (1998);1998;Male;49;3;2014-07-19 00:00:00;12354878;1
2;1372;Star Trek VI: The Undiscovered Country (1991);1991;Male;49;3;2014-01-28 00:00:00;10165141;1
2;2353;Enemy of the State (1998);1998;Male;49;4;2014-03-04 00:00:00;10745262;1
2;3334;Key Largo (1948);1948;Male;49;4;2014-04-08 00:00:00;13261301;1
2;2427;Thin Red Line The (1998);1998;Male;49;2;2014-06-12 00:00:00;18531021;1
2;590;Dances with Wolves (1990);1990;Male;49;5;2014-08-17 00:00:00;9763340;1
2;1196;Star Wars: Episode V - The Empire Strikes Back (1980);1980;Male;49;5;2014-08-12 00:00:00;19985510;1
2;1552;Con Air (1997);1997;Male;50;3;2015-05-26 00:00:00;18786478;1
2;736;Twister (1996);1996;Male;49;4;2014-03-07 00:00:00;18936616;1
2;1198;Raiders of the Lost Ark (1981);1981;Male;50;4;2015-05-06 00:00:00;12272854;1
2;593;Silence of the Lambs The (1991);1991;Male;49;5;2014-08-20 00:00:00;16112316;1
2;2359;Waking Ned Devine (1998);1998;Male;49;3;2014-08-10 00:00:00;10426689;1
2;95;Broken Arrow (1996);1996;Male;50;2;2015-10-24 00:00:00;13114952;1
2;2717;Ghostbusters II (1989);1989;Male;50;3;2015-04-12 00:00:00;9075953;1
2;2571;Matrix The (1999);1999;Male;49;4;2014-02-05 00:00:00;6162695;1
2;1917;Armageddon (1998);1998;Male;49;3;2014-07-17 00:00:00;15677334;1
2;2396;Shakespeare in Love (1998);1998;Male;49;4;2014-03-29 00:00:00;8186346;1
2;3735;Serpico (1973);1973;Male;50;3;2015-08-08 00:00:00;9822382;1
2;1953;French Connection The (1971);1971;Male;49;4;2014-02-08 00:00:00;7621472;1
2;1597;Conspiracy Theory (1997);1997;Male;50;3;2015-01-21 00:00:00;5078459;1
2;3809;What About Bob? (1991);1991;Male;50;3;2015-09-24 00:00:00;19447218;1
2;1954;Rocky (1976);1976;Male;50;5;2015-01-16 00:00:00;16313252;1
2;1955;Kramer Vs. Kramer (1979);1979;Male;50;4;2015-03-21 00:00:00;14733489;1
2;235;Ed Wood (1994);1994;Male;49;3;2014-05-13 00:00:00;16943170;1
2;1124;On Golden Pond (1981);1981;Male;49;5;2014-04-25 00:00:00;8457734;1
2;1957;Chariots of Fire (1981);1981;Male;49;5;2014-10-13 00:00:00;6998527;1
2;163;Desperado (1995);1995;Male;50;4;2015-04-05 00:00:00;18848692;1
2;21;Get Shorty (1995);1995;Male;50;1;2014-12-31 00:00:00;18516416;1
2;165;Die Hard: With a Vengeance (1995);1995;Male;50;3;2015-08-14 00:00:00;12011518;1
2;2321;Pleasantville (1998);1998;Male;50;3;2015-10-18 00:00:00;7069939;1
2;1090;Platoon (1986);1986;Male;50;2;2015-06-11 00:00:00;15083543;1
2;380;True Lies (1994);1994;Male;49;5;2014-09-19 00:00:00;7497980;1
2;2501;October Sky (1999);1999;Male;50;5;2015-09-21 00:00:00;5448537;1
2;349;Clear and Present Danger (1994);1994;Male;49;4;2014-08-04 00:00:00;15475255;1
2;457;Fugitive The (1993);1993;Male;50;4;2015-07-14 00:00:00;17043084;1
2;1096;Sophie's Choice (1982);1982;Male;49;4;2014-02-21 00:00:00;5129593;1
2;920;Gone with the Wind (1939);1939;Male;49;5;2014-05-21 00:00:00;6557524;1
2;459;Getaway The (1994);1994;Male;49;3;2014-07-01 00:00:00;5990341;1
2;1527;Fifth Element The (1997);1997;Male;50;4;2015-04-25 00:00:00;10764430;1
2;3418;Thelma & Louise (1991);1991;Male;49;4;2014-05-02 00:00:00;9961139;1
2;1385;Under Siege (1992);1992;Male;50;3;2014-12-10 00:00:00;13053096;1
2;3451;Guess Who's Coming to Dinner (1967);1967;Male;50;4;2014-11-20 00:00:00;17451152;1
2;3095;Grapes of Wrath The (1940);1940;Male;50;4;2015-08-05 00:00:00;14293065;1
2;780;Independence Day (ID4) (1996);1996;Male;49;3;2014-02-10 00:00:00;17457251;1
2;498;Mr. Jones (1993);1993;Male;50;3;2015-01-18 00:00:00;15188640;1
2;2728;Spartacus (1960);1960;Male;50;3;2015-02-21 00:00:00;19238942;1
2;2002;Lethal Weapon 3 (1992);1992;Male;49;5;2014-09-26 00:00:00;17853121;1
2;1962;Driving Miss Daisy (1989);1989;Male;49;5;2014-10-09 00:00:00;18668681;1
2;1784;As Good As It Gets (1997);1997;Male;49;5;2014-11-08 00:00:00;5422789;1
2;2943;Indochine (1992);1992;Male;49;4;2014-05-11 00:00:00;16765084;1
2;2006;Mask of Zorro The (1998);1998;Male;49;3;2014-04-03 00:00:00;13822773;1
2;318;Shawshank Redemption The (1994);1994;Male;50;5;2015-06-17 00:00:00;16680487;1
2;1207;To Kill a Mockingbird (1962);1962;Male;49;4;2014-02-22 00:00:00;6560905;1
2;1968;Breakfast Club The (1985);1985;Male;49;2;2014-04-04 00:00:00;9897353;1
2;3678;Man with the Golden Arm The (1955);1955;Male;50;3;2015-06-12 00:00:00;11969609;1
2;1244;Manhattan (1979);1979;Male;50;3;2015-02-19 00:00:00;15041389;1
2;356;Forrest Gump (1994);1994;Male;50;5;2015-04-25 00:00:00;11304423;1
2;1245;Miller's Crossing (1990);1990;Male;49;2;2014-06-22 00:00:00;15459791;1
2;1246;Dead Poets Society (1989);1989;Male;51;5;2015-11-15 00:00:00;11638896;1
2;3893;Nurse Betty (2000);2000;Male;49;1;2014-09-27 00:00:00;7504028;1
2;1247;Graduate The (1967);1967;Male;49;5;2014-08-12 00:00:00;8013953;1
3;3421;Animal House (1978);1978;Male;19;4;2014-10-13 00:00:00;9861663;1
3;1641;Full Monty The (1997);1997;Male;19;2;2014-09-11 00:00:00;11529490;1
3;648;Mission: Impossible (1996);1996;Male;20;3;2015-09-05 00:00:00;11413220;1
3;1394;Raising Arizona (1987);1987;Male;20;4;2015-11-12 00:00:00;7711707;1
3;3534;28 Days (2000);2000;Male;20;3;2015-08-21 00:00:00;6726046;1
3;104;Happy Gilmore (1996);1996;Male;18;4;2014-01-29 00:00:00;11482513;1
3;2735;Golden Child The (1986);1986;Male;19;4;2014-08-24 00:00:00;14983693;1
3;1210;Star Wars: Episode VI - Return of the Jedi (1983);1983;Male;20;4;2015-11-07 00:00:00;12137523;1
3;1431;Beverly Hills Ninja (1997);1997;Male;19;3;2015-03-02 00:00:00;7681897;1
3;3868;Naked Gun: From the Files of Police Squad! The (1988);1988;Male;19;3;2015-01-25 00:00:00;15797400;1
3;1079;Fish Called Wanda A (1988);1988;Male;19;5;2014-12-02 00:00:00;10775762;1
3;2997;Being John Malkovich (1999);1999;Male;19;3;2014-11-03 00:00:00;14343394;1
3;1615;Edge The (1997);1997;Male;20;5;2015-11-19 00:00:00;17681122;1
3;1291;Indiana Jones and the Last Crusade (1989);1989;Male;19;4;2015-04-20 00:00:00;5786816;1
3;1259;Stand by Me (1986);1986;Male;18;5;2014-02-25 00:00:00;8995033;1
3;653;Dragonheart (1996);1996;Male;18;4;2014-01-24 00:00:00;8778100;1
3;2167;Blade (1998);1998;Male;19;5;2014-12-04 00:00:00;7079682;1
3;1580;Men in Black (1997);1997;Male;19;3;2015-02-01 00:00:00;15010678;1
3;3619;Hollywood Knights The (1980);1980;Male;19;2;2014-11-09 00:00:00;14460284;1
3;260;Star Wars: Episode IV - A New Hope (1977);1977;Male;19;5;2015-05-23 00:00:00;7598469;1
3;2858;American Beauty (1999);1999;Male;19;4;2015-01-21 00:00:00;11119809;1
3;3114;Toy Story 2 (1999);1999;Male;19;3;2014-08-06 00:00:00;8606884;1
3;1049;Ghost and the Darkness The (1996);1996;Male;19;4;2015-03-05 00:00:00;11478184;1
3;1261;Evil Dead II (Dead By Dawn) (1987);1987;Male;19;1;2014-07-28 00:00:00;9380114;1
3;552;Three Musketeers The (1993);1993;Male;18;4;2014-04-01 00:00:00;11639973;1
3;480;Jurassic Park (1993);1993;Male;19;4;2014-11-02 00:00:00;14987247;1
3;1265;Groundhog Day (1993);1993;Male;20;2;2015-09-30 00:00:00;7991428;1
3;1266;Unforgiven (1992);1992;Male;19;5;2014-09-22 00:00:00;18519542;1
3;733;Rock The (1996);1996;Male;19;5;2014-07-20 00:00:00;15749557;1
3;1196;Star Wars: Episode V - The Empire Strikes Back (1980);1980;Male;18;4;2014-06-21 00:00:00;19985510;1
3;590;Dances with Wolves (1990);1990;Male;19;4;2015-03-13 00:00:00;9763340;1
3;2355;Bug's Life A (1998);1998;Male;19;5;2015-01-29 00:00:00;15651504;1
3;1197;Princess Bride The (1987);1987;Male;19;5;2015-01-04 00:00:00;5998318;1
3;1198;Raiders of the Lost Ark (1981);1981;Male;19;5;2014-07-21 00:00:00;12272854;1
3;1378;Young Guns (1988);1988;Male;19;5;2014-10-14 00:00:00;16602075;1
3;593;Silence of the Lambs The (1991);1991;Male;19;3;2014-08-13 00:00:00;16112316;1
3;1379;Young Guns II (1990);1990;Male;19;4;2015-06-16 00:00:00;10798316;1
3;3552;Caddyshack (1980);1980;Male;19;5;2015-05-30 00:00:00;5525587;1
3;1304;Butch Cassidy and the Sundance Kid (1969);1969;Male;18;5;2014-02-04 00:00:00;11730052;1
3;1270;Back to the Future (1985);1985;Male;20;3;2015-11-09 00:00:00;10680086;1
3;2470;Crocodile Dundee (1986);1986;Male;20;4;2015-11-24 00:00:00;15490490;1
3;3168;Easy Rider (1969);1969;Male;19;4;2014-08-13 00:00:00;11698437;1
3;2617;Mummy The (1999);1999;Male;20;2;2015-07-16 00:00:00;17797632;1
3;1961;Rain Man (1988);1988;Male;19;4;2015-04-08 00:00:00;7634670;1
3;3671;Blazing Saddles (1974);1974;Male;18;5;2014-04-12 00:00:00;11203676;1
3;2006;Mask of Zorro The (1998);1998;Male;19;4;2014-08-26 00:00:00;13822773;1
3;2871;Deliverance (1972);1972;Male;20;4;2015-07-11 00:00:00;19542066;1
3;2115;Indiana Jones and the Temple of Doom (1984);1984;Male;19;4;2015-03-19 00:00:00;10774395;1
3;1968;Breakfast Club The (1985);1985;Male;20;4;2015-09-25 00:00:00;9897353;1
3;1136;Monty Python and the Holy Grail (1974);1974;Male;18;5;2014-01-10 00:00:00;11927304;1
3;2081;Little Mermaid The (1989);1989;Male;19;4;2015-02-25 00:00:00;13424154;1
4;3468;Hustler The (1961);1961;Male;39;5;2015-08-09 00:00:00;8681899;1
4;1210;Star Wars: Episode VI - Return of the Jedi (1983);1983;Male;39;3;2015-04-11 00:00:00;12137523;1
4;2951;Fistful of Dollars A (1964);1964;Male;39;4;2015-01-14 00:00:00;11577878;1
4;1214;Alien (1979);1979;Male;40;4;2015-11-15 00:00:00;19078666;1
4;1036;Die Hard (1988);1988;Male;38;4;2014-02-28 00:00:00;13182219;1
4;260;Star Wars: Episode IV - A New Hope (1977);1977;Male;39;5;2015-08-05 00:00:00;7598469;1
4;2028;Saving Private Ryan (1998);1998;Male;39;5;2015-09-24 00:00:00;15361614;1
4;480;Jurassic Park (1993);1993;Male;38;4;2014-04-03 00:00:00;14987247;1
4;1196;Star Wars: Episode V - The Empire Strikes Back (1980);1980;Male;39;2;2015-04-25 00:00:00;19985510;1
4;1198;Raiders of the Lost Ark (1981);1981;Male;38;5;2014-05-16 00:00:00;12272854;1
4;1954;Rocky (1976);1976;Male;39;5;2015-09-16 00:00:00;16313252;1
4;1097;E.T. the Extra-Terrestrial (1982);1982;Male;40;4;2015-11-17 00:00:00;14622672;1
4;3418;Thelma & Louise (1991);1991;Male;39;4;2014-12-17 00:00:00;9961139;1
4;3702;Mad Max (1979);1979;Male;39;4;2015-01-13 00:00:00;17801749;1
4;2366;King Kong (1933);1933;Male;39;4;2015-10-29 00:00:00;17517592;1
4;1387;Jaws (1975);1975;Male;38;5;2014-07-19 00:00:00;14962473;1
4;3527;Predator (1987);1987;Male;39;1;2015-10-07 00:00:00;19291473;1
4;1201;Good The Bad and The Ugly The (1966);1966;Male;38;5;2014-04-18 00:00:00;14194057;1
4;2692;Run Lola Run (Lola rennt) (1998);1998;Male;39;5;2015-10-15 00:00:00;17342792;1
4;2947;Goldfinger (1964);1964;Male;39;5;2015-04-12 00:00:00;11172625;1
4;1240;Terminator The (1984);1984;Male;40;5;2015-11-08 00:00:00;13242624;1
5;2987;Who Framed Roger Rabbit? (1988);1988;Male;19;4;2014-06-07 00:00:00;16027897;1
5;2333;Gods and Monsters (1998);1998;Male;20;4;2015-07-02 00:00:00;16575902;1
5;1175;Delicatessen (1991);1991;Male;20;5;2015-09-07 00:00:00;12466008;1
5;39;Clueless (1995);1995;Male;20;3;2015-09-07 00:00:00;14551646;1
5;288;Natural Born Killers (1994);1994;Male;19;2;2014-11-23 00:00:00;8448472;1
5;2337;Velvet Goldmine (1998);1998;Male;19;5;2015-04-15 00:00:00;7848215;1
5;1535;Love! Valour! Compassion! (1997);1997;Male;19;4;2015-02-05 00:00:00;9937791;1
5;1392;Citizen Ruth (1996);1996;Male;20;4;2015-06-08 00:00:00;13059032;1
5;2268;Few Good Men A (1992);1992;Male;19;2;2014-06-01 00:00:00;9749713;1
5;1466;Donnie Brasco (1997);1997;Male;20;3;2015-08-07 00:00:00;15561220;1
5;860;Maybe Maybe Not (Bewegte Mann Der) (1994);1994;Male;19;2;2014-11-27 00:00:00;7957018;1
5;1683;Wings of the Dove The (1997);1997;Male;19;3;2014-08-17 00:00:00;8801908;1
5;866;Bound (1996);1996;Male;19;4;2014-08-27 00:00:00;17350522;1
5;1684;Mrs. Dalloway (1997);1997;Male;19;3;2014-10-09 00:00:00;8281262;1
5;2916;Total Recall (1990);1990;Male;20;1;2015-08-11 00:00:00;19295890;1
5;2770;Bowfinger (1999);1999;Male;19;4;2014-06-25 00:00:00;15308082;1
5;215;Before Sunrise (1995);1995;Male;20;3;2015-09-09 00:00:00;7378103;1
5;1759;Four Days in September (1997);1997;Male;20;4;2015-09-06 00:00:00;7888332;1
5;501;Naked (1993);1993;Male;19;1;2015-01-07 00:00:00;13579308;1
5;3578;Gladiator (2000);2000;Male;19;2;2015-01-31 00:00:00;10337825;1
5;506;Orlando (1993);1993;Male;20;4;2015-11-23 00:00:00;17754964;1
5;1250;Bridge on the River Kwai The (1957);1957;Male;18;5;2014-01-02 00:00:00;11975440;1
5;3793;X-Men (2000);2000;Male;19;2;2014-06-09 00:00:00;18405451;1
5;509;Piano The (1993);1993;Male;19;4;2014-12-19 00:00:00;18201863;1
5;41;Richard III (1995);1995;Male;19;4;2014-09-23 00:00:00;17382111;1
5;1610;Hunt for Red October The (1990);1990;Male;18;4;2014-05-03 00:00:00;7236303;1
5;2058;Negotiator The (1998);1998;Male;19;1;2015-01-06 00:00:00;18374010;1
5;3799;Pok?mon the Movie 2000 (2000);2000;Male;19;3;2014-08-19 00:00:00;16938147;1
5;2997;Being John Malkovich (1999);1999;Male;20;5;2015-08-22 00:00:00;14343394;1
5;47;Seven (Se7en) (1995);1995;Male;19;3;2015-04-23 00:00:00;10052890;1
5;2700;South Park: Bigger Longer and Uncut (1999);1999;Male;19;4;2014-08-10 00:00:00;6580293;1
5;296;Pulp Fiction (1994);1994;Male;18;4;2014-05-01 00:00:00;9630881;1
5;581;Celluloid Closet The (1995);1995;Male;19;3;2014-10-29 00:00:00;17430991;1
5;1617;L.A. Confidential (1997);1997;Male;19;3;2014-06-04 00:00:00;11858460;1
5;728;Cold Comfort Farm (1995);1995;Male;19;4;2015-04-25 00:00:00;5336473;1
5;299;Priest (1994);1994;Male;19;3;2015-01-31 00:00:00;16518976;1
5;3079;Mansfield Park (1999);1999;Male;18;2;2014-03-05 00:00:00;18355198;1
5;2560;Ravenous (1999);1999;Male;19;4;2015-03-25 00:00:00;17426085;1
5;1909;X-Files: Fight the Future The (1998);1998;Male;20;3;2015-06-05 00:00:00;18066490;1
5;150;Apollo 13 (1995);1995;Male;19;2;2014-11-03 00:00:00;6094703;1
5;224;Don Juan DeMarco (1995);1995;Male;19;3;2014-08-30 00:00:00;16403580;1
5;3728;One False Move (1991);1991;Male;20;2;2015-06-29 00:00:00;16938639;1
5;229;Death and the Maiden (1994);1994;Male;19;3;2014-12-26 00:00:00;19604332;1
5;3006;Insider The (1999);1999;Male;18;3;2014-01-06 00:00:00;19026346;1
5;2858;American Beauty (1999);1999;Male;19;4;2014-05-28 00:00:00;11119809;1
5;1046;Beautiful Thing (1996);1996;Male;20;5;2015-05-09 00:00:00;7043812;1
5;515;Remains of the Day The (1993);1993;Male;19;4;2014-12-07 00:00:00;14208836;1
5;800;Lone Star (1996);1996;Male;19;2;2015-04-01 00:00:00;17024255;1
5;50;Usual Suspects The (1995);1995;Male;20;5;2015-06-23 00:00:00;7634080;1
5;52;Mighty Aphrodite (1995);1995;Male;19;2;2014-05-27 00:00:00;7849390;1
5;1191;Madonna: Truth or Dare (1991);1991;Male;18;2;2014-03-28 00:00:00;16594669;1
5;1192;Paris Is Burning (1990);1990;Male;19;5;2014-09-22 00:00:00;15527642;1
5;733;Rock The (1996);1996;Male;19;1;2014-07-19 00:00:00;15749557;1
5;3081;Sleepy Hollow (1999);1999;Male;20;3;2015-08-22 00:00:00;11346146;1
5;377;Speed (1994);1994;Male;19;4;2014-09-08 00:00:00;17158064;1
5;2353;Enemy of the State (1998);1998;Male;20;3;2015-11-30 00:00:00;10745262;1
5;1268;Pump Up the Volume (1990);1990;Male;19;2;2014-10-31 00:00:00;10474268;1
5;3083;All About My Mother (Todo Sobre Mi Madre) (1999);1999;Male;18;5;2014-02-21 00:00:00;17613022;1
5;2427;Thin Red Line The (1998);1998;Male;19;5;2014-05-27 00:00:00;18531021;1
5;3513;Rules of Engagement (2000);2000;Male;19;1;2015-02-22 00:00:00;10250897;1
5;2428;Faculty The (1998);1998;Male;20;3;2015-09-27 00:00:00;15104715;1
5;2355;Bug's Life A (1998);1998;Male;19;5;2014-09-23 00:00:00;15651504;1
5;2282;Pecker (1998);1998;Male;19;3;2015-04-14 00:00:00;7577133;1
5;3514;Joe Gould's Secret (2000);2000;Male;19;2;2014-05-31 00:00:00;5516648;1
5;1554;Pillow Book The (1995);1995;Male;19;3;2014-06-30 00:00:00;7062731;1
5;1912;Out of Sight (1998);1998;Male;20;3;2015-11-03 00:00:00;15565391;1
5;593;Silence of the Lambs The (1991);1991;Male;19;4;2014-12-26 00:00:00;16112316;1
5;2359;Waking Ned Devine (1998);1998;Male;18;3;2014-02-10 00:00:00;10426689;1
5;2716;Ghostbusters (1984);1984;Male;19;3;2015-03-24 00:00:00;8313502;1
5;1485;Liar Liar (1997);1997;Male;19;3;2014-08-14 00:00:00;6882130;1
5;2717;Ghostbusters II (1989);1989;Male;19;1;2014-10-16 00:00:00;9075953;1
5;2571;Matrix The (1999);1999;Male;19;5;2014-07-29 00:00:00;6162695;1
5;2289;Player The (1992);1992;Male;20;4;2015-06-06 00:00:00;7683745;1
5;162;Crumb (1994);1994;Male;19;4;2014-12-16 00:00:00;12898744;1
5;1127;Abyss The (1989);1989;Male;19;1;2014-11-18 00:00:00;17672288;1
5;3016;Creepshow (1982);1982;Male;20;4;2015-09-05 00:00:00;6993851;1
5;2070;Tender Mercies (1983);1983;Male;20;2;2015-05-09 00:00:00;18353512;1
5;1704;Good Will Hunting (1997);1997;Male;19;3;2014-08-18 00:00:00;15070769;1
5;3163;Topsy-Turvy (1999);1999;Male;18;5;2014-03-22 00:00:00;9623384;1
5;2437;Wilde (1997);1997;Male;20;2;2015-06-14 00:00:00;5632477;1
5;2291;Edward Scissorhands (1990);1990;Male;20;5;2015-06-10 00:00:00;10597752;1
5;1635;Ice Storm The (1997);1997;Male;20;4;2015-10-23 00:00:00;10053066;1
5;1279;Night on Earth (1991);1991;Male;19;1;2015-03-15 00:00:00;7136866;1
5;2721;Trick (1999);1999;Male;18;3;2014-02-16 00:00:00;9682430;1
5;2723;Mystery Men (1999);1999;Male;18;4;2014-04-23 00:00:00;16155202;1
5;1921;Pi (1998);1998;Male;19;4;2014-08-21 00:00:00;7313450;1
5;2725;Twin Falls Idaho (1999);1999;Male;20;2;2015-08-23 00:00:00;14707303;1
5;1923;There's Something About Mary (1998);1998;Male;18;3;2014-01-23 00:00:00;14191152;1
5;2580;Go (1999);1999;Male;18;4;2014-04-26 00:00:00;18540755;1
5;3386;JFK (1991);1991;Male;20;2;2015-07-12 00:00:00;12007490;1
5;3744;Shaft (2000);2000;Male;20;1;2015-08-27 00:00:00;12361717;1
5;968;Night of the Living Dead (1968);1968;Male;18;3;2014-01-22 00:00:00;18516705;1
5;896;Wild Reeds (1994);1994;Male;19;4;2014-09-22 00:00:00;5904565;1
5;3020;Falling Down (1993);1993;Male;19;1;2014-06-29 00:00:00;12690126;1
5;1788;Men With Guns (1997);1997;Male;20;3;2015-11-27 00:00:00;6113652;1
5;318;Shawshank Redemption The (1994);1994;Male;19;3;2014-08-30 00:00:00;16680487;1
5;176;Living in Oblivion (1995);1995;Male;19;4;2015-04-29 00:00:00;17631707;1
5;461;Go Fish (1994);1994;Male;18;3;2014-01-06 00:00:00;14182536;1
5;608;Fargo (1996);1996;Male;18;4;2014-01-16 00:00:00;11577547;1
5;1429;Jackie Chan's First Strike (1996);1996;Male;18;3;2014-05-05 00:00:00;12950756;1
5;2159;Henry: Portrait of a Serial Killer (1990);1990;Male;19;1;2014-12-26 00:00:00;10553728;1
5;1715;Office Killer (1997);1997;Male;18;4;2014-03-21 00:00:00;17277621;1
5;1643;Mrs. Brown (Her Majesty Mrs. Brown) (1997);1997;Male;18;3;2014-04-23 00:00:00;17123849;1
