UserID;MovieID;Rating;Occupation;Age;Gender2;Animation;Children_s;Comedy;Adventure;Fantasy;Romance;Drama;Action;Crime;Thriller;Horror;Sci_Fi;Documentary;War;Musical;Mystery;Film_Noir;Budget;RatingLabel
3;2115;4;15;19;1;;;;1;;;;1;;;;;;;;;;10774395;High
3;1968;4;15;20;1;;;1;;;;1;;;;;;;;;;;9897353;High
3;1136;5;15;18;1;;;1;;;;;;;;;;;;;;;11927304;High
3;2081;4;15;19;1;1;1;1;;;1;;;;;;;;;1;;;13424154;High
4;3468;5;7;39;1;;;;;;;1;;;;;;;;;;;8681899;High
4;1210;3;7;39;1;;;;1;;1;;1;;;;1;;1;;;;12137523;High
4;2951;4;7;39;1;;;;;;;;1;;;;;;;;;;11577878;High
4;1214;4;7;40;1;;;;;;;;1;;1;1;1;;;;;;19078666;High
4;1036;4;7;38;1;;;;;;;;1;;1;;;;;;;;13182219;High
4;260;5;7;39;1;;;;1;1;;;1;;;;1;;;;;;7598469;High
4;2028;5;7;39;1;;;;;;;1;1;;;;;;1;;;;15361614;High
4;480;4;7;38;1;;;;1;;;;1;;;;1;;;;;;14987247;High
4;1196;2;7;39;1;;;;1;;;1;1;;;;1;;1;;;;19985510;Low
4;1198;5;7;38;1;;;;1;;;;1;;;;;;;;;;12272854;High
4;1954;5;7;39;1;;;;;;;1;1;;;;;;;;;;16313252;High
4;1097;4;7;40;1;;1;;;1;;1;;;;;1;;;;;;14622672;High
4;3418;4;7;39;1;;;;;;;1;1;;;;;;;;;;9961139;High
4;3702;4;7;39;1;;;;;;;;1;;;;1;;;;;;17801749;High
4;2366;4;7;39;1;;;;1;;;;1;;;1;;;;;;;17517592;High
4;1387;5;7;38;1;;;;;;;;1;;;1;;;;;;;14962473;High
4;3527;1;7;39;1;;;;;;;;1;;1;;1;;;;;;19291473;Low
4;1201;5;7;38;1;;;;;;;;1;;;;;;;;;;14194057;High
4;2692;5;7;39;1;;;;;;1;;1;1;;;;;;;;;17342792;High
4;2947;5;7;39;1;;;;;;;;1;;;;;;;;;;11172625;High
4;1240;5;7;40;1;;;;;;;;1;;1;;1;;;;;;13242624;High
5;2987;4;20;19;1;1;;;1;;;;;;;;;;;;;1;16027897;High
5;2333;4;20;20;1;;;;;;;1;;;;;;;;;;;16575902;High
5;1175;5;20;20;1;;;1;;;;;;;;;1;;;;;;12466008;High
5;39;3;20;20;1;;;1;;;1;;;;;;;;;;;;14551646;High
5;288;2;20;19;1;;;;;;;;1;;1;;;;;;;;8448472;Low
5;2337;5;20;19;1;;;;;;;1;;;;;;;;;;;7848215;High
5;1535;4;20;19;1;;;;;;1;1;;;;;;;;;;;9937791;High
5;1392;4;20;20;1;;;1;;;;1;;;;;;;;;;;13059032;High
5;2268;2;20;19;1;;;;;;;1;;1;;;;;;;;;9749713;Low
5;1466;3;20;20;1;;;;;;;1;;1;;;;;;;;;15561220;High
5;860;2;20;19;1;;;1;;;;;;;;;;;;;;;7957018;Low
5;1683;3;20;19;1;;;;;;1;1;;;1;;;;;;;;8801908;High
5;866;4;20;19;1;;;;;;1;1;;1;1;;;;;;;;17350522;High
5;1684;3;20;19;1;;;;;;1;;;;;;;;;;;;8281262;High
5;2916;1;20;20;1;;;;1;;;;1;;1;;1;;;;;;19295890;Low
5;2770;4;20;19;1;;;1;;;;;;;;;;;;;;;15308082;High
5;215;3;20;20;1;;;;;;1;1;;;;;;;;;;;7378103;High
5;1759;4;20;20;1;;;;;;;1;;;;;;;;;;;7888332;High
5;501;1;20;19;1;;;;;;;1;;;;;;;;;;;13579308;Low
5;3578;2;20;19;1;;;;;;;1;1;;;;;;;;;;10337825;Low
5;506;4;20;20;1;;;;;;;1;;;;;;;;;;;17754964;High
5;1250;5;20;18;1;;;;;;;1;;;;;;;1;;;;11975440;High
5;3793;2;20;19;1;;;;;;;;1;;;;1;;;;;;18405451;Low
5;509;4;20;19;1;;;;;;1;1;;;;;;;;;;;18201863;High
5;41;4;20;19;1;;;;;;;1;;;;;;;1;;;;17382111;High
5;1610;4;20;18;1;;;;;;;;1;;1;;;;;;;;7236303;High
5;2058;1;20;19;1;;;;;;;;1;;1;;;;;;;;18374010;Low
5;3799;3;20;19;1;1;1;;;;;;;;;;;;;;;;16938147;High
5;2997;5;20;20;1;;;1;;;;;;;;;;;;;;;14343394;High
5;47;3;20;19;1;;;;;;;;;1;1;;;;;;;;10052890;High
5;2700;4;20;19;1;1;;1;;;;;;;;;;;;;;;6580293;High
5;296;4;20;18;1;;;;;;;1;;1;;;;;;;;;9630881;High
5;581;3;20;19;1;;;;;;;;;;;;;1;;;;;17430991;High
5;1617;3;20;19;1;;;;;;;;;1;1;;;;;;1;1;11858460;High
5;728;4;20;19;1;;;1;;;;;;;;;;;;;;;5336473;High
5;299;3;20;19;1;;;;;;;1;;;;;;;;;;;16518976;High
5;3079;2;20;18;1;;;;;;;1;;;;;;;;;;;18355198;Low
5;2560;4;20;19;1;;;;;;;1;;;;1;;;;;;;17426085;High
5;1909;3;20;20;1;;;;;;;;;;1;;1;;;;1;;18066490;High
5;150;2;20;19;1;;;;;;;1;;;;;;;;;;;6094703;Low
5;224;3;20;19;1;;;1;;;1;1;;;;;;;;;;;16403580;High
5;3728;2;20;20;1;;;;;;;;;;1;;;;;;;;16938639;Low
5;229;3;20;19;1;;;;;;;1;;;1;;;;;;;;19604332;High
5;3006;3;20;18;1;;;;;;;1;;;;;;;;;;;19026346;High
5;2858;4;20;19;1;;;1;;;;1;;;;;;;;;;;11119809;High
5;1046;5;20;20;1;;;;;;1;1;;;;;;;;;;;7043812;High
5;515;4;20;19;1;;;;;;;1;;;;;;;;;;;14208836;High
5;800;2;20;19;1;;;;;;;1;;;;;;;;;1;;17024255;Low
5;50;5;20;20;1;;;;;;;;;1;1;;;;;;;;7634080;High
5;52;2;20;19;1;;;1;;;;;;;;;;;;;;;7849390;Low
5;1191;2;20;18;1;;;;;;;;;;;;;1;;;;;16594669;Low
5;1192;5;20;19;1;;;;;;;;;;;;;1;;;;;15527642;High
5;733;1;20;19;1;;;;1;;;;1;;1;;;;;;;;15749557;Low
5;3081;3;20;20;1;;;;;;1;;;;;1;;;;;;;11346146;High
5;377;4;20;19;1;;;;;;1;;1;;1;;;;;;;;17158064;High
5;2353;3;20;20;1;;;;;;;;1;;1;;;;;;;;10745262;High
5;1268;2;20;19;1;;;;;;;1;;;;;;;;;;;10474268;Low
5;3083;5;20;18;1;;;1;;;;1;;;;;;;;;;;17613022;High
5;2427;5;20;19;1;;;;;;;1;1;;;;;;1;;;;18531021;High
5;3513;1;20;19;1;;;;;;;1;;;1;;;;;;;;10250897;Low
5;2428;3;20;20;1;;;;;;;;;;;1;1;;;;;;15104715;High
5;2355;5;20;19;1;1;1;1;;;;;;;;;;;;;;;15651504;High
5;2282;3;20;19;1;;;1;;;;1;;;;;;;;;;;7577133;High
5;3514;2;20;19;1;;;;;;;1;;;;;;;;;;;5516648;Low
5;1554;3;20;19;1;;;;;;1;1;;;;;;;;;;;7062731;High
5;1912;3;20;20;1;;;;;;1;;1;1;;;;;;;;;15565391;High
5;593;4;20;19;1;;;;;;;1;;;1;;;;;;;;16112316;High
5;2359;3;20;18;1;;;1;;;;;;;;;;;;;;;10426689;High
5;2716;3;20;19;1;;;1;;;;;;;;1;;;;;;;8313502;High
5;1485;3;20;19;1;;;1;;;;;;;;;;;;;;;6882130;High
5;2717;1;20;19;1;;;1;;;;;;;;1;;;;;;;9075953;Low
5;2571;5;20;19;1;;;;;;;;1;;1;;1;;;;;;6162695;High
5;2289;4;20;20;1;;;1;;;;1;;;;;;;;;;;7683745;High
5;162;4;20;19;1;;;;;;;;;;;;;1;;;;;12898744;High
5;1127;1;20;19;1;;;;1;;;;1;;1;;1;;;;;;17672288;Low
5;3016;4;20;20;1;;;;;;;;;;;1;;;;;;;6993851;High
5;2070;2;20;20;1;;;;;;;1;;;;;;;;;;;18353512;Low
5;1704;3;20;19;1;;;;;;;1;;;;;;;;;;;15070769;High
5;3163;5;20;18;1;;;;;;;1;;;;;;;;;;;9623384;High
5;2437;2;20;20;1;;;;;;;1;;;;;;;;;;;5632477;Low
5;2291;5;20;20;1;;;;;;1;1;;;;;;;;;;;10597752;High
5;1635;4;20;20;1;;;;;;;1;;;;;;;;;;;10053066;High
5;1279;1;20;19;1;;;1;;;;1;;;;;;;;;;;7136866;Low
5;2721;3;20;18;1;;;;;;1;;;;;;;;;;;;9682430;High
5;2723;4;20;18;1;;;1;1;;;;1;;;;;;;;;;16155202;High
5;1921;4;20;19;1;;;;;;;;;;1;;1;;;;;;7313450;High
5;2725;2;20;20;1;;;;;;;1;;;;;;;;;;;14707303;Low
5;1923;3;20;18;1;;;1;;;;;;;;;;;;;;;14191152;High
5;2580;4;20;18;1;;;;;;;;;1;;;;;;;;;18540755;High
5;3386;2;20;20;1;;;;;;;1;;;;;;;;;1;;12007490;Low
5;3744;1;20;20;1;;;;;;;;1;1;;;;;;;;;12361717;Low
5;968;3;20;18;1;;;;;;;;;;;1;1;;;;;;18516705;High
5;896;4;20;19;1;;;;;;;1;;;;;;;;;;;5904565;High
5;3020;1;20;19;1;;;;;;;1;1;;;;;;;;;;12690126;Low
5;1788;3;20;20;1;;;;;;;1;1;;;;;;;;;;6113652;High
5;318;3;20;19;1;;;;;;;1;;;;;;;;;;;16680487;High
5;176;4;20;19;1;;;1;;;;;;;;;;;;;;;17631707;High
5;461;3;20;18;1;;;;;;1;1;;;;;;;;;;;14182536;High
5;608;4;20;18;1;;;;;;;1;;1;1;;;;;;;;11577547;High
5;1429;3;20;18;1;;;;;;;;1;;;;;;;;;;12950756;High
5;2159;1;20;19;1;;;;;;;;;1;;1;;;;;;;10553728;Low
5;1715;4;20;18;1;;;;;;;;;;1;;;;;;;;17277621;High
5;1643;3;20;18;1;;;;;;1;1;;;;;;;;;;;17123849;High
5;3249;1;20;19;1;;;;;;;;;;1;;;;;;;;10964970;Low
5;3176;2;20;19;1;;;;;;;1;;;1;;;;;;1;;9570510;Low
5;1719;3;20;19;1;;;;;;;1;;;;;;;;;;;11302347;High
5;2806;2;20;20;1;;;1;;;;;;;1;;;;;;;;5217465;Low
5;2734;2;20;18;1;;;;;;;1;;;;;;;;;;;12850888;Low
5;1649;4;20;19;1;;;;;;;;;;;;;1;;;;;10529678;High
5;321;3;20;20;1;;;;;;;1;;;;;;;;;;;9446059;High
5;2013;3;20;20;1;;;;1;;;;1;;;;;;;;;;11686180;High
5;3100;1;20;19;1;;;;;;;1;;;;;;;;;;;5780732;Low
5;2952;2;20;19;1;;;;;;;;;1;1;;;;;;;;12441304;Low
5;1213;5;20;19;1;;;;;;;1;;1;;;;;;;;;5943637;High
5;1794;3;20;20;1;;;1;;;;1;;;;;;;;;;;16952837;High
5;2599;5;20;19;1;;;1;;;;;;;;;;;;;;;19976591;High
5;1500;3;20;19;1;;;1;;;;;;1;;;;;;;;;7699818;High
5;3105;2;20;19;1;;;;;;;1;;;;;;;;;;;5201179;Low
5;2959;4;20;19;1;;;;;;;1;;;;;;;;;;;14478145;High
5;1509;3;20;19;1;;;;;;;1;;;;;;;;;;;11931512;High
5;1721;1;20;20;1;;;;;;1;1;;;;;;;;;;;17959479;Low
5;1722;2;20;19;1;;;;;;1;;1;;1;;;;;;;;10171296;Low
5;1650;3;20;19;1;;;;;;;1;;;;;;;;;;;18400314;High
5;908;4;20;19;1;;;;;;;1;;;1;;;;;;;;8351212;High
5;1580;4;20;20;1;;;1;1;;;;1;;;;1;;;;;;15010678;High
5;1653;2;20;19;1;;;;;;;1;;;1;;1;;;;;;14765205;Low
5;2384;3;20;19;1;;1;1;;;;;;;;;;;;;;;13494020;High
5;1729;4;20;19;1;;;;;;;1;;1;;;;;;;;;8290397;High
5;3476;3;20;20;1;;;;;;;;;;1;1;;;;;1;;11721819;High
5;2890;4;20;20;1;;;;;;;1;;;;;;;1;;;;19111239;High
5;3113;1;20;19;1;;;;;;;;1;;1;;;;;;;;13797741;Low
5;2028;2;20;19;1;;;;;;;1;1;;;;;;1;;;;15361614;Low
5;16;3;20;19;1;;;;;;;1;;;1;;;;;;;;18216817;High
5;265;3;20;20;1;;;;;;1;1;;;;;;;;;;;14154180;High
5;2029;4;20;18;1;;;1;;;1;;;;;;;;;;;;10002955;High
5;194;3;20;20;1;;;;;;;1;;;;;;;;;;;17651915;High
5;551;4;20;19;1;;1;1;;;;;;;;;;;;1;;;16431653;High
5;1513;4;20;19;1;;;1;;;;;;;;;;;;;;;12640478;High
5;3046;3;20;19;1;;;1;;;1;;;;;;;;;;;;13076128;High
5;2318;4;20;18;1;;;1;;;;;;;;;;;;;;;19436036;High
5;1517;4;20;20;1;;;1;;;;;;;;;;;;;;;18331363;High
5;1089;5;20;19;1;;;;;;;;;1;1;;;;;;;;13660878;High
5;3260;4;20;18;1;;;;;;;1;;;;;;;;;;;13552356;High
5;913;5;20;20;1;;;;;;;;;;;;;;;;1;1;17760286;High
5;1730;4;20;19;1;;;;;;;1;;;;;;;;;;;14022184;High
5;3408;3;20;19;1;;;;;;;1;;;;;;;;;;;19501305;High
5;3409;3;20;20;1;;;;;;;1;;;1;;;;;;;;15219890;High
5;2607;2;20;20;1;;;;;;;1;;;;;;;;;;;16467232;Low
5;1449;4;20;19;1;;;1;;;;;;;;;;;;;;;6284648;High
5;1732;5;20;19;1;;;1;;;;;;1;1;;;;;;1;;8594068;High
5;1733;3;20;20;1;;;;;;1;1;;;;;;;;;;;9627701;High
5;2390;4;20;19;1;;;1;;;;;;;;;;;;;;;19875353;High
5;1734;4;20;20;1;;;1;;;;1;;;;;;;;;;;8156401;High
5;3266;2;20;19;1;;;1;;;;1;1;1;;;;;;;;;16437708;Low
5;3267;4;20;19;1;;;;;;;;1;;1;;;;;;;;19167577;High
5;919;4;20;19;1;;1;;1;;;1;;;;;;;;1;;;17907737;High
5;3624;3;20;20;1;;;;;;;;1;;;;;;;;;;19187257;High
5;2395;5;20;19;1;;;1;;;;;;;;;;;;;;;16574123;High
5;1594;1;20;18;1;;;;;;;1;;;;;;;;;;;10385656;Low
5;2683;3;20;19;1;;;1;;;;;;;;;;;;;;;19352261;High
5;412;2;20;20;1;;;;;;;1;;;;;;;;;;;8965467;Low
